模型,类别,Dice均值,Dice标准差,HD95均值,HD95标准差
Baseline,背景,0.9961668618150716,0.00253369971344782,2.506598236362335,1.4500877936019256
Baseline,正常心肌,0.8619110775099118,0.09988613116681612,7.750764537788811,7.515043019588894
Baseline,水肿,0.38686515063555216,0.29748602836325455,10.889006111521272,9.404874952485326
Baseline,疤痕,0.5221531044793226,0.2983002154086617,11.30374359281141,9.182187112877918
Cascade,背景,0.9968822057154799,0.0017539864843657028,2.1547909683224598,1.011149959887226
Cascade,正常心肌,0.8664340034624297,0.1007180087058974,7.465006859617548,4.794943973716755
Cascade,水肿,0.40343718177286114,0.30461080170324273,12.234368201244301,9.49558463301852
Cascade,疤痕,0.5661639868848514,0.30565009905765883,11.574412627818193,11.338092044612075
