epoch,train_loss,val_loss,val_dice_bg,val_dice_myo,val_dice_edema,val_dice_scar,val_dice_lesion_mean
26,0.9814807964909461,1.098516869544983,0.9929349179013188,0.7682033329470175,0.24040786819580418,0.39527673264243857,0.31784230041912137
27,0.9412090759123525,1.0805875778198242,0.994064720536264,0.780526574029753,0.274591148836134,0.41342513748571175,0.3440081431609229
28,0.9258146209101523,1.0786761045455933,0.995540972767755,0.8012600058158672,0.20977076365285002,0.43358313531263215,0.32167694948274106
29,0.8998827434355213,1.0651872873306274,0.9944738078329062,0.7839393021310989,0.265616094366807,0.41254099293062696,0.339078543648717
30,0.8683026183036066,1.1030655741691588,0.9956194816024612,0.8016471195422419,0.28233585882322176,0.345015443923692,0.3136756513734569
31,0.8364334048763398,1.0210726022720338,0.9950987920964082,0.7880409185863815,0.2637059601145793,0.4101201664552966,0.336913063284938
32,0.8102633145547682,1.0827651619911194,0.9939413270070178,0.7787191091306218,0.24427651678103657,0.4091981534097866,0.3267373350954116
33,0.7873793705817191,0.966417133808136,0.9953117864994724,0.7712467238043181,0.25958444033108796,0.44563698852280975,0.35261071442694886
34,0.7701054369249651,0.9613916516304016,0.9904824765104226,0.6923231945183159,0.29664629093959405,0.4572057797275053,0.3769260353335497
35,0.7354704833799793,1.0945833802223206,0.9944379394680819,0.7558437901921373,0.28671634675486346,0.3336642651905789,0.3101903059727212
36,0.6914544701576233,0.9641794919967651,0.9933715422630842,0.728913501406452,0.29455457002263236,0.42753726563192834,0.36104591782728035
37,0.6722566754587235,0.9812004685401916,0.9955471147661157,0.7952812127385405,0.2940667330708507,0.42898410972217527,0.361525421396513
38,0.6205609421576223,1.1508889555931092,0.9958112865393266,0.8215255789271504,0.2106496498115075,0.337068239164145,0.2738589444878263
39,0.5913526396597585,0.9444295167922974,0.9946451836902057,0.786152797475919,0.25505485365391617,0.4648778770159387,0.35996636533492743
40,0.5716917034118406,0.9432001948356629,0.9960147256046623,0.8268932701846021,0.3062703174797295,0.4529566956296178,0.37961350655467363
41,0.5087573739790148,0.9177943587303161,0.9955562760895191,0.805844185145836,0.29431483845026063,0.44955096229480257,0.37193290037253157
42,0.5426333844661713,1.038052773475647,0.9956620361855826,0.8143124937290273,0.2846997013632263,0.36036289660278664,0.3225312989830065
43,0.4952242595534171,1.0226305723190308,0.995877541904781,0.824114952990098,0.21170158277128848,0.42867231403148265,0.32018694840138556
44,0.47195207303570164,0.983627462387085,0.9928822982269319,0.767380714027308,0.27796242672803995,0.4060157555917779,0.34198909115990894
45,0.48535721725033176,0.8837958216667176,0.9959817794345598,0.8195141016801161,0.2666664495153136,0.505005423631194,0.3858359365732538
46,0.468392672077302,1.0317889213562013,0.995809005888008,0.8283822765073893,0.25710425123053776,0.379184019360129,0.31814413529533336
47,0.4650762975215912,0.8906874537467957,0.9958449763415963,0.8132228601303024,0.288786503481897,0.4313879880283199,0.3600872457551084
48,0.43281098815702623,0.970663869380951,0.9961246618740832,0.8308917732118107,0.3150855901709461,0.4384324727037092,0.3767590314373277
49,0.3948066830635071,0.9651853322982789,0.9965908563743877,0.8394104451467334,0.309814884444528,0.41534898064163467,0.36258193254308135
50,0.3923718890836162,0.9151926040649414,0.9964928568874514,0.832441509044636,0.2963473495755311,0.4138043826608383,0.3550758661181847
51,0.37098258156930247,0.947111839056015,0.9968704618213506,0.8433568985967961,0.3659205694474025,0.4007908773537383,0.3833557234005704
52,0.3997756896480437,0.9205739736557007,0.9963649891514302,0.8336809086423406,0.35487272436998357,0.4178616293726436,0.3863671768713136
53,0.3531262134352038,0.964340353012085,0.9962449468008847,0.8279957042115271,0.23144108965584329,0.4460721371006068,0.33875661337822505
54,0.3547977180250229,1.075788927078247,0.996495648753379,0.8462659815795778,0.3030714955936559,0.38450932911786573,0.3437904123557608
55,0.3649981579472942,0.9679613590240479,0.996129690006169,0.8387346288778813,0.27364227139925534,0.38928358560949705,0.3314629285043762
56,0.3462156278471793,0.8811663746833801,0.9955577818748275,0.8118573366026455,0.3099198244992013,0.4069138390242647,0.358416831761733
57,0.33250873607973896,0.9840276896953583,0.9967705339794198,0.8492718474965908,0.2883472345241044,0.4114376848158362,0.3498924596699703
58,0.31903241334422944,0.9581141233444214,0.9970280357648191,0.8535097076491811,0.3341845295061364,0.4333211064947502,0.3837528180004433
59,0.31678826578201785,0.9914121150970459,0.9962426723684473,0.8287747607638336,0.37556240064313406,0.41920054006332313,0.39738147035322857
60,0.3370654515681728,0.9096088171005249,0.9961019383257621,0.8287908686732252,0.36052653255173767,0.4374976114301986,0.3990120719909681
61,0.3009776424977087,0.9441313564777374,0.99689259739715,0.8399941845374416,0.2686360896943686,0.43391943352793405,0.3512777616111513
62,0.31771321835056426,1.0316603064537049,0.9967934315670895,0.8441226007077589,0.29240362547727144,0.3992808178030326,0.345842221640152
63,0.31927930251244574,0.8952334523200989,0.9966217185429788,0.8373418252867001,0.3376483011079479,0.4641500333533908,0.4008991672306693
64,0.3093466652977851,1.040129953622818,0.9967922195224904,0.8496300542998234,0.34921381411332,0.3882103271332364,0.36871207062327815
65,0.31482930721775176,0.980079984664917,0.9969972307101065,0.8505912779657008,0.2818362247597134,0.4443624130308934,0.36309931889530345
66,0.2984445171971475,1.0915714383125306,0.9968807995200496,0.8481057175819796,0.2965003710192431,0.3918767355906245,0.3441885533049338
67,0.2934129911084329,0.9779850482940674,0.9967291354577181,0.8463412426224874,0.38801030358891325,0.4227309319492735,0.4053706177690934
68,0.27438423422075087,0.9892385840415955,0.996589176678423,0.8452392953867344,0.3200293311929184,0.4063861369417904,0.3632077340673544
69,0.2708888755690667,0.9381494402885437,0.9968734253882674,0.8474639410027225,0.29892633553202935,0.4365876154299656,0.3677569754809975
70,0.28953314019787696,0.9657056093215942,0.9969404250298274,0.8502999115228764,0.32311187069567154,0.43521408831483493,0.37916297950525324
71,0.28039141383863264,0.9547774851322174,0.9968859571436717,0.8498010020693739,0.3635282460177124,0.4067263715270825,0.3851273087723974
72,0.27644451395157843,1.064043927192688,0.9965979241761286,0.8462389115821336,0.2824424490558295,0.39403969077983414,0.3382410699178318
73,0.25376349014620625,0.9219558596611023,0.9969583060868192,0.844577109277032,0.29619166382959883,0.4564760688526208,0.3763338663411098
74,0.27804248563704953,0.9986492156982422,0.9973518259945608,0.8548568839094006,0.2954883570270992,0.42356636073352083,0.35952735888031
75,0.2830929515823241,1.0578128337860107,0.9967870653369797,0.8306189873446213,0.300980194551027,0.4438283170206507,0.3724042557858388
76,0.2753292216408637,0.9511618614196777,0.9967481419874586,0.8484043783679891,0.27839252424073624,0.4351556548521214,0.3567740895464288
77,0.25551182127767996,0.9397246479988098,0.996829314882971,0.8439618859245817,0.2814877617125351,0.44668157893176075,0.3640846703221479
78,0.25546517295222126,0.9425236225128174,0.997179006956987,0.8553618876887855,0.32145880590720916,0.46876701618916056,0.39511291104818486
79,0.2594187778811301,0.9420995593070984,0.9972108520240057,0.8557623697626557,0.3045502947255577,0.43752131659028387,0.3710358056579208
80,0.23903000066357274,0.913330864906311,0.9971176880850321,0.8526851465506692,0.29062063126782167,0.457695844106283,0.37415823768705236
